Entidade,Quantidade,Tipo
Roberto Luiz Mendes,2,PER
Meus,2,LOC
Léia Barbosa,2,PER
Deus Junta,2,MISC
Lier de São Felipe,2,PER
Falta,2,MISC
Padre,2,LOC
Pai me,2,MISC
Levemos,2,PER
Sentados,2,PER
Até,2,LOC
Acolhei Deus,2,PER
São Sebastião Estamos,2,PER
Domingo da Divina Misericórdia,2,MISC
Pelo Senhor,2,MISC
Cristãos,2,MISC
Vossa paz,2,LOC
Que teu Espírito,2,MISC
José Lucildo de Souza,2,PER
casa de Deus,2,PER
Diocese de Marabá,2,LOC
Partiu,2,LOC
Catecúmenos,2,MISC
Concedei-lhes,2,LOC
sinal da fé,2,LOC
Meus,2,PER
Cipriano,2,LOC
Senhor Ave Maria,2,PER
santa Ô,2,LOC
Escolha,2,LOC
Ô,2,LOC
Deus e Senhor,2,MISC
Eu sei Senhor,2,MISC
Cruz de Jesus,2,MISC
Senhor Jesus Cristo Dissertes,2,PER
São João Caríssimos,2,PER
Enzo,2,PER
Oi,2,ORG
Vinham,2,PER
O milagre da feira,2,MISC
Evangelho Que,2,MISC
Louvado,2,MISC
Deus te,2,MISC
Paroapébas,2,LOC
Santo Senhor Deus,2,LOC
Santo Bendito,2,PER
Verbo panis,2,MISC
O senhor,2,MISC
Resucita Resucita Resucita,2,ORG
Família Cordeiro,2,PER
Rezar,2,LOC
Reconhecendo,2,ORG
Su,2,PER
São Sebastião Consigamos,2,PER
Senhor?,2,MISC
Vive tua igreja,2,MISC
Quem,2,LOC
Chega,2,LOC
Favorável,2,LOC
Amor até-terra Verbo,2,MISC
Plantar,2,LOC
Papa Bento XVI,2,PER
Vindes,2,PER
Tua casa,2,MISC
Graça,2,LOC
Saúl,2,MISC
Sei,2,MISC
São Sebastião Rodai,2,PER
Deixe,2,LOC
Rodolfo,2,PER
Mãos,2,PER
Peça,2,MISC
Atinge,2,ORG
Mário Sou,2,PER
Estar,2,LOC
Israel,2,ORG
Jesus Jesus Jesus Jesus Jesus,2,PER
Levaram Jesus,2,PER
jaú,2,LOC
Amém,2,LOC
Pátio,2,LOC
Filho Que é,2,PER
seia,2,LOC
Eu comecei,2,MISC
Vossa paz Ajudados,2,LOC
Estão,2,MISC
Senhor Aprendiz,2,PER
Ple Sur,2,ORG
Ambrócio,2,PER
Agda,2,LOC
Puro,2,PER
Inês,2,LOC
Ave,2,LOC
Eu te,2,MISC
Senta,2,ORG
Talvez,2,MISC
Deus Deus,2,PER
O santo sinal da cruz,2,MISC
Pai Todo-Poderoso,2,PER
Boa Nova,2,LOC
Mudar,2,MISC
Deus clemente,2,MISC
Vossa igreja Dá-lhe,2,LOC
E da dor,2,ORG
Ação de Graças,2,MISC
Volte,2,LOC
Pedir,2,PER
Aquaresma,2,PER
Junto,2,PER
Jejuá,2,LOC
São,2,MISC
Sorai,2,LOC
Cega Que,2,MISC
Passam,2,LOC
Atenção,2,LOC
Jonatas,2,MISC
bom Prova,2,LOC
Davos,2,LOC
Cala-te,2,PER
Santo de Israel,2,LOC
Amem,2,PER
siga Senhor,2,MISC
Te reconhecemos,2,MISC
Joel de Jesus Fonseca,2,PER
homilia,2,LOC
Escutai,2,PER
Dei,2,ORG
Maróquia,2,LOC
Recebe,2,LOC
Magoado,2,PER
Arão,2,LOC
Deus Veio,2,MISC
Saúl,2,LOC
Perdejantes,2,LOC
Nosso Senhor Jesus Cristo,2,PER
Santo do Senhor,2,LOC
Filho Que,2,PER
Serão,2,LOC
Pai nosso Que,2,MISC
salvador,2,LOC
Renovar Enviar,2,PER
Deus Abraão,2,PER
Pasquão,2,LOC
Isaac,2,PER
Deus Você,2,PER
Dirige-te,2,PER
Pende,2,LOC
De vosso Filho nosso Senhor Jesus Cristo,2,MISC
Maria de Fátima Pereira Lima,2,PER
O testemunho do Senhor,2,MISC
O mandamento do Senhor,2,MISC
Pato Sebastião,2,PER
Novo Testamento,2,MISC
Paz,2,PER
Antigo Testamento,2,MISC
Deus vivo,2,MISC
Evangelho do bom pastor,2,MISC
Félix Lima Costa,2,PER
Sim Senhor,2,PER
Ló,2,PER
san Senhor da vida,2,LOC
Caríssimos,2,MISC
Dai,2,MISC
deserto da Judéia,2,LOC
Barca,2,PER
Bonito,2,LOC
Amarrou,2,PER
Empunhando,2,PER
Abraão Abraão,2,PER
Proclamar,2,PER
Serás,2,PER
Evangelhos,2,LOC
Pensar,2,PER
Minha alma,2,MISC
Reconstrói,2,PER
Delícia,2,MISC
Aquela,2,LOC
Senhor te,2,MISC
Toma,2,LOC
Pai E a comunhão do,2,MISC
Fomos,2,MISC
Tinham,2,PER
A ovelha,2,MISC
Sente,2,PER
Judéia,2,LOC
Tantos,2,PER
Colocar,2,PER
Junto,2,MISC
Senhor meu Deus,2,MISC
Abraão Pai,2,PER
Pado Fabrício,2,LOC
Senhor Animai Senhor,2,PER
Ser bendito Senhor,2,LOC
Pesqueira,2,LOC
justo Misericórdia,2,PER
Busca,2,MISC
Santa Maria Gorete,2,LOC
Pois Deus,2,PER
Deus Sofreu,2,PER
Santa Igreja Nós,2,ORG
santos,2,ORG
Peça,2,PER
Senhor Leitura,2,PER
Prova,2,ORG
Te amo,2,MISC
Doces,2,MISC
Raimunda Moreira de Oliveira,2,PER
Mostrai,2,PER
Domingo,2,MISC
Abençoe,2,PER
Deus salvao,2,MISC
Damasco,2,LOC
Que Deus,2,PER
Amém Amém,2,LOC
Pascão,2,ORG
Santíssimo Corpo e Sangue do vosso Filho Sejamos,2,MISC
Círio,2,PER
Tem de piedade de nós,2,MISC
Novo,2,LOC
Venho,2,PER
O Evangelho de hoje,2,MISC
paz Minha,2,MISC
Márcio da Justiça,2,PER
Cristo Verbo de Deus Glória,2,PER
Batista,2,PER
França,2,LOC
Domingo da Páscoa,2,MISC
Pascal,2,MISC
Imagine,2,MISC
Digamos,2,PER
Viver,2,PER
O Espírito do Ressuscitado,2,MISC
"Deus, compaio Espírito Santo",2,MISC
Santíssimo Corpo e Sangue do vosso Filho,2,MISC
Abel,2,PER
Crisogno,2,PER
Queremos te adorar,2,MISC
Santa,2,LOC
Deus eterno e todo-poderoso,2,MISC
Só Tu és Santo,2,MISC
és,2,PER
és o senhor,2,PER
Ouvra aí no Senhor Para,2,MISC
Fala,2,PER
Senhor Para,2,MISC
Jefferson,2,PER
Cristo Verbo de Deus,2,PER
Deus Pois,2,MISC
Chamando,2,MISC
A Jesus,2,MISC
Camille,2,PER
Senhor Podemos sentar,2,MISC
Deus de verdade,2,MISC
Deus Temos,2,MISC
novo testamento,2,MISC
Senhor Arde,2,PER
Despertai,2,PER
Portanto,2,MISC
Isadora,2,PER
Ana,2,PER
Deus Chego,2,PER
Karen,2,PER
Ninguém,2,MISC
Renunciais,2,PER
Coisas,2,MISC
Até,2,PER
Luan,2,PER
Silvilene,2,PER
Pai Filho,2,PER
Caroline,2,PER
Capela Sistina,2,LOC
Ana Paula,2,PER
Evelyn,2,PER
Senhor Pátria da Justiça,2,MISC
Levaram,2,PER
Ao contrário,2,MISC
Francisco Travaços,2,PER
Palavra do Senhor Graças a Deus Louvor,2,MISC
Vianney,2,LOC
Pra realizar o que o mestre ensinou,2,MISC
De vosso Filho,2,MISC
Porque Deus,2,PER
Deus Eterno e Todo-Poderoso Por Cristo,2,MISC
Construirei,2,LOC
Vãos,2,LOC
Senhor Jesus Cristo Vosso Filho,2,PER
Barnabé Inácio,2,PER
Sinta,2,LOC
Cristo Concedei,2,PER
Nosso Senhor,2,LOC
Sakramentos Graças,2,MISC
Evangelino Albuquerque,2,PER
Chamou,2,LOC
Recebeias,2,PER
Cipriano Lourenço,2,PER
Padre Sebastião,2,PER
Acreditaste,2,LOC
Santo Evangelho Aleluia,2,LOC
Creia,2,LOC
Sejamos,2,MISC
Somos,2,LOC
Confiantes,2,PER
Césia,2,PER
Caros irmãos,2,MISC
Dóns,2,LOC
Senhor Imutável,2,PER
Novena,2,LOC
Partimos,2,PER
Diónatas,2,LOC
Deus Ele,2,MISC
Bem-dizerem,2,LOC
Bruna Maria Trindade da Silva,2,LOC
cristo,2,PER
Deus Senhor Deus,2,PER
Papa João Paulo II,2,PER
Deus São José,2,PER
Toda,2,MISC
Conforto,2,PER
Santificai,2,MISC
Deus Aspirai,2,PER
Oh Senhor Deus,2,PER
senhor jesus,2,PER
Nossos,2,PER
Anunciai,2,PER
Cristo nosso Senhor o Senhor,2,PER
Senhor Pai Santo Deus,2,PER
Jesus abençoe,2,PER
São Francisco de Sales,2,LOC
Venceste,2,PER
Senhor Lembrai-vos,2,LOC
Ide,2,PER
Acompanhado,2,PER
Naquele,2,MISC
Crescermos,2,LOC
Jesus Cristo nosso Senhor,2,PER
Filho Jesus Cristo,2,PER
Dai-nos a paz Dai-nos,2,MISC
Salvo,2,MISC
Juro,2,PER
Eucaristia Peregrinamos,2,MISC
Obra,2,PER
Deus Quero,2,MISC
jesus cristo,2,PER
Orar irmãos,2,LOC
Cristo nosso Senhor,2,LOC
Maraba,2,LOC
Itália,2,LOC
Ocai,2,PER
papa francisco,2,PER
Deus Gente,2,MISC
Cordeiro Que,2,PER
João Tomé,2,PER
Comece,2,LOC
Mateus Simão,2,PER
Deus Mas,2,MISC
Clemente Sisto,2,PER
Senhor Todo-Poderoso,2,LOC
Ele é o Príncipe da Paz,2,MISC
Senhor Mostrai-me,2,PER
Pai por Cristo nosso,2,MISC
Santa Igreja,2,ORG
Deus Forte Deus Imortal,2,PER
Ter,2,PER
Pão da Vida,2,LOC
Ensina-me,2,PER
Arrependido,2,PER
R$,2,LOC
Dando-lhes,2,MISC
Palmares Sul,2,LOC
Herodes,2,PER
Porque o Senhor,2,MISC
Deve,2,PER
Marcelo Matias Oliveira,2,PER
Betânia,2,PER
Todo Poderoso,2,MISC
Pobres,2,PER
Fazei,2,MISC
Podes viver em mim Senhor Podes,2,MISC
Podes viver em mim Senhor,2,MISC
nardo,2,PER
Artigo,2,PER
Levítico,2,MISC
inspire,2,LOC
santo Aceitai,2,LOC
Levem,2,MISC
Dai-nos a paz Provai-vê-de,2,MISC
Senhor Queria,2,PER
Donde,2,ORG
Entrar,2,LOC
Resurgindo,2,ORG
Bora,2,PER
Encorajai,2,PER
Atravesaremos,2,PER
dom do espírito santo,2,LOC
Faltei,2,MISC
Derruba,2,LOC
Tive,2,MISC
Vi,2,MISC
Senhor Que,2,MISC
Leandro,2,PER
São Sebastião Exemplo,2,PER
Senhor Jesus Cristo Apresentemos,2,PER
Sábado,2,LOC
Cheio,2,PER
Espírito Santo Das vida,2,ORG
Ficava,2,LOC
Peca,2,PER
Senhor Nosso Nele,2,PER
igreja católica,2,ORG
Hilda de Aquino Pires,2,PER
Amai-vos,2,LOC
bom Feliz,2,LOC
Deus Deus,2,MISC
Santa Mãe Igreja,2,ORG
João Marcos,2,PER
Altíssimo Senhor,2,PER
Sebastião Ferreira da Silva,2,PER
Quarto,2,PER
Santíssimo Sacramento Eu,2,PER
O dom de Deus nosso redentor,2,MISC
Antônia Ferreira Professor,2,PER
Tomás Bispo Professor,2,PER
O Papa Francisco,2,MISC
São Sebastião Ogar,2,PER
profeta Samuel,2,PER
Gastei,2,LOC
Trabalhei,2,LOC
Tu és santo,2,MISC
Tenho,2,LOC
Permiti,2,LOC
Senhor abençoe,2,MISC
Faltei,2,LOC
Pelo Papa,2,MISC
Um sorriso,2,MISC
Deus e convosco,2,MISC
Amém Rezemmos,2,MISC
Porque Cristo,2,LOC
Dá-nos,2,ORG
Oscesano,2,LOC
Deus eterno e Todo-Poderoso,2,MISC
Faria dos Santos,2,PER
Pai Minha,2,MISC
Sou São Fadoel,2,PER
Maria Jesuína Lopes Nogueira,2,PER
Voltar,2,PER
São Francisco,2,LOC
cheio de temor,2,LOC
Padre Alison,2,PER
Ocesano,2,PER
Devemos,2,PER
Prejudiquei,2,LOC
Acho,2,LOC
Cristo Irmãos,2,PER
santa Páscoa,2,LOC
Tenha,2,LOC
Raimundo Alves,2,PER
Cordeiro Eis,2,PER
evangelho de João,2,MISC
O vinho,2,MISC
Maria Viz,2,PER
Lucas,2,MISC
Maria Matias,2,PER
páscoa,2,MISC
Maria da Conceição Caldas Portela,2,PER
Quanteiro de Deus,2,LOC
Vemmos,2,MISC
Onde está Cristo,2,MISC
Santíssima Virgem Maria,2,PER
Caminhávamos tristes,2,MISC
Enfim,2,MISC
Espírito Santo Estejam convosco,2,LOC
evangelho de Marcos,2,MISC
Rosângela Dutra,2,PER
Francisco,2,PER
Tende,2,PER
Presença,2,MISC
Sábado,2,MISC
Te dá os amigos pobres,2,MISC
Senhor Senhor Deus do universo,2,LOC
Transforma,2,LOC
Salvar,2,PER
Amados irmãos,2,MISC
Israel Israel,2,ORG
Pai Em,2,MISC
Senhor e Cristo,2,MISC
Deus cruz,2,MISC
Cálice,2,PER
Presbíteros,2,PER
Espírito de Deus,2,LOC
Reino de Deus,2,LOC
E Deus,2,ORG
Jonathan de Moraes Souza,2,PER
Natal,2,MISC
Arde,2,PER
Em Seu infinito amor,2,MISC
Tomé,2,MISC
Velo,2,MISC
Segue-me,2,LOC
Barnabé,2,PER
Damos,2,LOC
Dedicada,2,PER
Viver,2,LOC
Deus Humildemente,2,MISC
É um Deus,2,MISC
Uns,2,PER
Atalívio Soares,2,PER
Reconhecer,2,ORG
Pedidamente,2,ORG
Refleto,2,PER
Te,2,MISC
Evangelho Jesus,2,MISC
Pai Por Cristo,2,MISC
Bom,2,LOC
Preferimos,2,MISC
Boa,2,LOC
Ele é o Príncipe da paz toda glória,2,MISC
Pai das misericórdias,2,MISC
vigília,2,LOC
Missa de Páscoa,2,LOC
Dalmir Machado,2,PER
eleison Cristo,2,PER
Teça-feira,2,LOC
Irene Soares,2,PER
Teu som Eu,2,PER
Graças a Deus Eu,2,MISC
Deus Canto,2,PER
Deus Leitura,2,MISC
Salvos,2,LOC
Judá,2,LOC
Mendonça Lopes,2,PER
Termos,2,PER
Luiz Nestor Tomazini,2,PER
Passado,2,MISC
Devo,2,ORG
Mas,1,PER
Maria de Nazareth Viana Mendes,1,PER
Faze-nos,1,PER
Filhisteu Ferindo-o de morte,1,PER
Filhisteu Davi,1,PER
Averi Maria Averi Maria Ave Maria,1,PER
Verbum panis,1,PER
Cai,1,PER
Carlos Eduardo,1,PER
Encorajai São Sebastião,1,PER
padre Luizão,1,PER
Atingindo o Filhisteu,1,PER
Francisco Carneiro da Silva,1,PER
Jesus Cristo vosso,1,PER
Sois,1,PER
Senhor Estimados,1,PER
Libertador,1,PER
Correu,1,PER
Jepson,1,PER
Bota,1,PER
Papa Fabiano,1,PER
Senhor David,1,PER
Filhisteus Às,1,PER
Paulo Vito Barros,1,PER
Samuel Naquele,1,PER
Fábio de Mello,1,PER
Francisco Bispo de Gênebra,1,PER
padre Nunca,1,PER
Pai Sois meu Deus,1,PER
Madonna,1,PER
Lembro-te,1,PER
Senhor Amém Juntos,1,PER
Senhor Pai Santo Deus Eterno e,1,PER
Temo,1,PER
Mor Michelon,1,PER
Raimunda Moreira,1,PER
Rochedo,1,PER
Rei Altíssimo Gordarei,1,PER
Senhor Hosanna,1,PER
São Sebastião Manifestar,1,PER
Jesus Cristo Vós,1,PER
Lorenzoni,1,PER
Judídeo Carneiro da Silva,1,PER
Isabel Oliveira de Souza,1,PER
Marcos Pereira de Souza,1,PER
Maria José Carneiro da Silva,1,PER
Ouvimos,1,PER
Raimundo Ferreira Nascimento,1,PER
Lenir Barros,1,PER
portuacru Criê,1,PER
Vim de Senhor,1,PER
Herodes Jesus,1,PER
Senhor Deus Filho de Deus Filho de Deus Vós,1,PER
Ruivo,1,PER
Davi Vai,1,PER
Raimundo Pereira da Cunha,1,PER
Senão,1,PER
Aniceto Marques da Cunha,1,PER
Amém Ouçamos,1,PER
Padre Diocesano,1,PER
Doutor,1,PER
Filhisteu Então Saúl,1,PER
Jogando,1,PER
Chame,1,PER
Annecy,1,PER
Santa Joana Francisca de Chantal,1,PER
Querido,1,PER
Filhisteu Eu,1,PER
Bernardo,1,PER
Altíssimo Jesus Cristo,1,PER
Anticristão,1,PER
Seitor,1,PER
Diácono,1,PER
Jesus Peçamos,1,PER
Sofri,1,PER
Deixando,1,PER
Jesus Senão,1,PER
apocalipse,1,MISC
Pai Que,1,PER
Dominique,1,PER
Cício Filho Albuquerque,1,PER
Felipe Esmota dos Santos,1,PER
Farias dos Santos,1,PER
Magno de Souza Nascimento,1,PER
Josilene Lemos Gomes,1,PER
Mahatma Albuquerque,1,PER
Dalina Cordeiro Rocha,1,PER
Clayton Alves Pereira,1,PER
Raimundo Nonato Nunes Amador,1,PER
Hugo Aragão Amador,1,PER
Francilene Pereira Pinheiro,1,PER
José Pereira Pinheiro,1,PER
Adão Alves Pinheiro,1,PER
Cícero Matias de Aburquerque,1,PER
Campelo,1,PER
Jean Antônio Lobo Batalha,1,PER
braio,1,PER
Jesus Depois,1,PER
Cintinho Aleluia Aleluia Aleluia Aleluia,1,PER
Caminha,1,PER
Vi Cristo,1,PER
Noelão,1,PER
Cristo Abriu-nos do Pai,1,PER
Jesus Recebe,1,PER
João Como Jesus de Nazaré,1,PER
Elio de Neves Campelo,1,PER
Amém Amém Amém Amém Amém Amém Leitura,1,PER
Deus Pai Vós,1,PER
Deus de Deus,1,PER
unigênito Senhor Deus,1,PER
Amém Glória Glória,1,PER
Ressoam,1,PER
Errei,1,PER
Jesus Oremos Oremos,1,PER
Saíram,1,PER
Viveram,1,PER
Maria Cheia de graça o Senhor,1,PER
Diviníssimo Sacramento,1,PER
Tu és santo,1,PER
Entreguei,1,PER
Senhor Reconstroia,1,PER
Amém Rezememos,1,PER
Cecília Mutamba Sétimo,1,PER
Amém Oh Virgem,1,PER
Amém Pai Ser,1,PER
Senhor Iluminai Senhor,1,PER
Senhor Dai-nos,1,PER
São Padre Pio de Pietre Uttina,1,PER
Padre Pio Eu,1,PER
São Padre Pio,1,PER
Jesus Santa Maria Mãe de Deus Rogai,1,PER
Castíssimo São José Rogai,1,PER
Ao Cristo Jesus,1,PER
Deus Glória Glória Oh,1,PER
Vosso Reino,1,PER
Senhor Nossa Senhora,1,PER
Cristo Rei,1,PER
Deus Filho de Deus Pai Vós,1,PER
Glorificamos,1,PER
Glória Oh,1,PER
Deus Senhor,1,PER
Sim Bom,1,PER
São José Festa de São José Santo Pai,1,PER
Lopes Mora,1,PER
Eduardo,1,PER
Carlos,1,PER
Teremos,1,PER
Terá,1,PER
Aleluia Aleluia Glória,1,PER
Olhando,1,PER
Sodoma e Gomorra,1,PER
Edwagner Castelo Branco Ribeiro,1,PER
Jefferson Smith Alencar de Souza,1,PER
Carneiro Lopes,1,PER
Antônia Francisca Jorge,1,PER
Sebastião Rodrigues de Souza,1,PER
Márcio Santos Costa,1,PER
Raimundo Saraiva Costa,1,PER
Edson Ribeiro da Cunha,1,PER
Andrea Regina Cruz Barradas,1,PER
Maria de Fátima Brito,1,PER
Isabel Milhomi,1,PER
Aureliano Pereira Figueira,1,PER
Margarida Figueira Pereira,1,PER
João Maria Monteiro de Souza,1,PER
aleluia Diga,1,PER
Otávio Smith Alencar de Souza,1,PER
Elaine da Silva Elancar de Souza,1,PER
Amém Id,1,PER
Geni Rodrigues da Silva,1,PER
casa Brigamos,1,PER
Quantas,1,PER
Virgem de Nazaré,1,PER
Padre Anderson de Vitória,1,PER
Ó Renata,1,PER
Monizy Andreoli,1,PER
José Luan Oliveira,1,PER
Breno Ricardo da Silva Lima,1,PER
Bianca Gonzaga da Silva,1,PER
Raimundo Figueira Milhomi,1,PER
Deuzdete Milhomi da Silva,1,PER
Maria Aparecida Petrine da Silva,1,PER
Silva Costa,1,PER
Cunha Souza,1,PER
Filho Aleluia,1,PER
Deus Todo-Poderoso Pai e Filho,1,PER
Senhor Aumenta,1,PER
João Eu,1,PER
Senhor Jesus Cristo Amém Creio,1,PER
mortinho da silva,1,PER
Mas Cristo,1,PER
Tu és Pedro,1,PER
Pedro Pedro,1,PER
Deus O,1,PER
Perigo,1,PER
Conceda,1,PER
Eles,1,PER
Jesus Aliás,1,PER
Pedro Parece,1,PER
Fale,1,PER
Evangelista Marcos,1,PER
Maria Madalena Responde Maria,1,PER
Todo-Poderoso Fiel,1,PER
Renace,1,PER
Vos,1,PER
São de Jesus,1,PER
Ficaria,1,PER
Combatiu,1,PER
Senhor Dormindo,1,PER
São João Paulo II,1,PER
Cristo Prepararam,1,PER
Teus pais,1,PER
Pendido,1,PER
Paulo André,1,PER
Nosso Cordeiro Pascal,1,PER
Amém Rezemos,1,PER
Estevam Matias,1,PER
Melchizedek Aceitai,1,PER
Crisogno João,1,PER
Tadeu Lino,1,PER
Senhor poupa,1,PER
Virgem,1,PER
Clamemos,1,PER
Gabriel Castro,1,PER
Partilhar,1,PER
São Sebastião Morrer,1,PER
Cristo Reventou,1,PER
padre James,1,PER
Testemunho de São Sebastião Me,1,PER
Nácio Francisco de Paiva,1,PER
Manuel Martins de Almeida,1,PER
Examinemos,1,PER
Jefferson N.,1,PER
Francisco Hermes,1,PER
Kelma,1,PER
Raimunda Moreira Oliveira,1,PER
Yudeth Ferreira,1,PER
Cíntia Ferreira Lima,1,PER
Cristo Deus,1,PER
Arrependido Indivíduo,1,PER
José Farias,1,PER
São Marcos,1,PER
Discernir,1,PER
Descobrir,1,PER
júbilo,1,PER
Faltava,1,PER
Samuel Ouvimos,1,PER
Filho de Deus É o,1,PER
Repito,1,PER
Amém Oremos Senhor,1,PER
Senhor Jesus Cristo Estamos,1,PER
Senhor Querido,1,PER
Aleluia Tua,1,PER
Eben Ezer,1,PER
Amém Amém Leitura,1,PER
Senhor Jesus Cristo Vosso,1,PER
Maria do Socorro,1,PER
Hermes Pena,1,PER
Fácil,1,PER
Quinto Domingo da Quaresma,1,PER
encontrá-Lo,1,PER
Lavaie-me,1,PER
Jeremias Eis,1,PER
Aristêo Lopes Sobrinho Senhor nosso Deus Dai-nos,1,PER
Pedro Luiz Formentini,1,PER
Amém Oremos Rezemmos,1,PER
Aristeo Lopes Sobrinho,1,PER
Santa,1,PER
Laurinei de Soares Rodrigues,1,PER
Lilian Mendes,1,PER
Jorge Sueli Oliveira,1,PER
Pinho Tavares,1,PER
Oudac,1,PER
Vicente Romão Pedro,1,PER
gatinho,1,PER
Ouvimos Deus Todo-Poderoso,1,PER
Raimundo Nonato,1,PER
gaumes da silva,1,PER
Antônia Ferreira,1,PER
Francisca de Assis Pereira,1,PER
Maria Liza Pereira,1,PER
Raimunda Patrocínio Pereira,1,PER
Lenilda Almeida,1,PER
Barreiro Mota,1,PER
Pascô,1,PER
Dá Que,1,PER
Espero,1,PER
Diácono Elielson Lima,1,PER
Diácono Elielson,1,PER
Quanteiro de Deus,1,PER
Pedro Formentini,1,PER
Aristêo Lopes,1,PER
Leproso,1,PER
Recombrar,1,PER
Deus Aprovaram,1,PER
Deus我要crire,1,PER
Não是可见你了 Maria,1,PER
Iraci Ribeiro de Souza,1,PER
Valtre de Afonso de Carvalho,1,PER
Atendei,1,PER
Maria Gorete,1,PER
apóstolo Paulo,1,PER
Então Barnabé,1,PER
Guilherme Henrique Siqueira Lopes,1,PER
Amém Oremos Deus Eterno e Todo-Poderoso Realizais,1,PER
Filho de Gênero Senhor Jesus,1,PER
Deus Pai Todo-Poderoso Nós,1,PER
Senhor Glória a Deus,1,PER
Senhor Dignidade de nós Queria,1,PER
Quinto Domingo da Páscoa,1,PER
Laís Pantoja,1,PER
Filho Jesus,1,PER
Maria Salvador Vaz Pedro Costa Matos Nazaré Maria Conceição Matos Maria das Graças Costa Ribeiro Josefa Ribeiro de Almeida Durvalino Mota da Silva Zelita Ribeiro da Silva,1,PER
Próximo,1,PER
Vindo,1,PER
Jesus misericordioso,1,PER
Peguemos,1,PER
Amábis,1,PER
Deus Daqui a Deus,1,PER
Nicodemos Nicodemos,1,PER
Castíssimo São José Amém Irmãos,1,PER
Azeita Senhor,1,PER
Tenham,1,PER
Jesus a Nicodemos,1,PER
São João Glória,1,PER
Jesus Cristo Deus,1,PER
Nabucodonosor,1,PER
Dirigia-lhes,1,PER
Iris Manuel Ribeiro da Silva Edson Ribeiro da Silva Iracy Ribeiro de Sousa Cavalcanti Marjorie Susso Arana Martins Valmir Pereira Machado,1,PER
Roberto Luiz Moura,1,PER
Euclides Prousos,1,PER
Padre Hudson,1,PER
Melo,1,PER
Cláudia da Conceição,1,PER
Avalorou,1,PER
Nasceu,1,PER
Sebastião Soldado de Jesus,1,PER
James,1,PER
Soube,1,PER
José Gomes,1,PER
Socorre,1,PER
Gisele,1,PER
D. Lauro,1,PER
Amigo,1,PER
Jesus Vê,1,PER
Papa Francisco Periferias,1,PER
Igor da Silva Gomes,1,PER
Lusenita Detinha da Silva Ana Cátia de Souza Santos Francisco Travassos,1,PER
José Sebastião,1,PER
Maria Travassos Raimundo Alves Raimundo Amáximo José de,1,PER
Jerônimo Plácido Barbosa Adelina Sintra Barbosa,1,PER
Carlos Gomes Pinto Filho Antônio Edson Rigonato José Leite Brito,1,PER
Adelaide Rodrigues Santos José Augusto Rodrigues Inácio Barroso Neto Ismael Barroso Judite Mourão Cleusa Barroso Aldac de Pinho Tavares Antônio Xavier Maria Ayres Xavier Luciano Nonato Teles Maria Costa Moura Gilvã Souza Souza,1,PER
João Pereira dos Santos,1,PER
Tiago Araújo,1,PER
Machado da Silva,1,PER
Maria do Espírito Santo Costa Castelo Branco,1,PER
Zelane Marcos Souza Maria Antônia Pereira Silva Cintia Rosane Souza Ferreira António Moura Guimarães Célia,1,PER
João Cruz Marques Luan Bahia Morais,1,PER
Afonso de Carvalho,1,PER
Valdeque Rodrigues Costa Valtré,1,PER
Guimarães Caleb Wadson Maria Francelina da Conceição,1,PER
Maria Viz Lea Barbosa,1,PER
Gabriel Augusto Araújo Ferreira Antônio Oliveira Moura Érica de Souza Barros Graça da Costa,1,PER
Filhos,1,PER
Deus Aqui,1,PER
Teu som,1,PER
Marcela Pereira Mello,1,PER
Jônata de Moraes Souza,1,PER
Thais Alencar,1,PER
Tainara Souza Viana,1,PER
David Moura,1,PER
Vinícius Salles,1,PER
Anedita Catarina,1,PER
Jeremi Alves Gonçalves,1,PER
Marcela Albuquerque,1,PER
Clive Alves Pereira,1,PER
Lavínia Oliveira da Silva,1,PER
Adão Silva Alencar,1,PER
Francisco Tomás Oliveira,1,PER
Patrícia Albuquerque,1,PER
Reinaldo Assis,1,PER
João Thiago,1,PER
Evangelino Matias,1,PER
Lusenita,1,PER
Raimundo Pereira Oliveira,1,PER
Adelaide Maria Coelho,1,PER
Darlan de Oliveira,1,PER
Claudenor Prasherdes de Oliveira,1,PER
Francisco Gonçalves da Silva,1,PER
Rosário Braga,1,PER
Ulisses Martins Silva,1,PER
Maria Dilurdes Pereira Oliveira,1,PER
Eugênia Félix de Moraes,1,PER
Alves Lima,1,PER
Alves Costa,1,PER
Pinto de Carvalho,1,PER
Dias de Andrade,1,PER
Fábio da Silva,1,PER
Maria Aritanda Silva,1,PER
Ribeiro Bueno Brito,1,PER
Saldo,1,PER
João Sebastião Sintra,1,PER
Aquela certeza Valeu,1,PER
Senhor Usando,1,PER
Senhor Deus Senhor Deus,1,PER
Transpareçam,1,PER
Poncio Pilatos,1,PER
Senhor Eu te amo Então,1,PER
Pedro Lembram,1,PER
Senhor Sou,1,PER
Santíssimo da Resurreição,1,PER
Louvá-lo,1,PER
Filho de Deus Era,1,PER
Quando Nossa Senhora,1,PER
Faustina Traz,1,PER
Acredito,1,PER
Deus Tomé,1,PER
Senhor Pai,1,PER
Tadeu,1,PER
Valor,1,PER
Jesus Fonte de misericórdia,1,PER
Davi José,1,PER
Yasmin,1,PER
Maria Rosângela,1,PER
Jarlis Pereira,1,PER
Senhor Comovo,1,PER
Jesus Jesus Posto,1,PER
Cecília Anastácia,1,PER
