Entidade,Quantidade,Tipo
Ai meu Deus,1,MISC
Nicodemos,1,MISC
USB123,1,MISC
Aborto,1,MISC
HTV,1,MISC
Porra!,1,MISC
Deus Caritas,1,MISC
Manevite,1,MISC
Ben 16,1,MISC
Declaração de Abu Dhabi,1,MISC
Deus do amor,1,MISC
Jornada das Estrelas,1,MISC
Deus vos der,1,MISC
Textos Litúrgicos,1,MISC
Deus de Deus,1,MISC
Evangelho de Nicodemos,1,MISC
Cardel Richelien,1,MISC
Cristianismo,1,MISC
Redenção Futura,1,MISC
A Origem da Propriedade Privada e da Família da Propriedade Privada do Estado,1,MISC
Senhor poderoso,1,MISC
As palavras desse grito eu conheço,1,MISC
Atos de Pilatos,1,MISC
Amigos do Esposo,1,MISC
Bispo,1,MISC
Os Amigos do Esposo,1,MISC
Deus dá a nós o poder,1,MISC
Deus dá o dom da graça,1,MISC
Lé,1,MISC
Deus um dom,1,MISC
Código de Direito do Carmo,1,MISC
Deus um dom aceitável,1,MISC
Barriga de aluguel,1,MISC
Bento 16,1,MISC
Coisas,1,MISC
Declaração Universal dos Direitos Humanos da ONU,1,MISC
Deus é Jesus Cristo,1,MISC
R$ 12 de,1,MISC
R$ 697,1,MISC
História de um Santo,1,MISC
Guia da Quaresma,1,MISC
Sobre o Sentido da Vida,1,MISC
Defesa da Fé na Família,1,MISC
islamismo,1,MISC
Yusuf,1,MISC
MPJ,1,MISC
Globo News,1,MISC
infortuno,1,MISC
O Tempo,1,MISC
Pessoal do Instagram,1,MISC
Correio Brasileense,1,MISC
G1,1,MISC
Fora de São Paulo,1,MISC
Deus os abençoe,1,MISC
Números Livros do Mal do Comunismo,1,MISC
Padrezes,1,MISC
Declaração,1,MISC
Declaração Universal dos Direitos do Homem,1,MISC
XPTO,1,MISC
Criador,1,MISC
Beato Rosmini,1,MISC
Façamos,1,MISC
Oprimida,1,MISC
LifeSiteNews,1,MISC
Doutrina da Fé,1,MISC
Instrumentalizar,1,MISC
Dropessam04,1,MISC
Jornal BSM,1,MISC
Castério para a Doutrina da Fé,1,MISC
Tcheca,1,MISC
GPU,1,MISC
revolução francesa,1,MISC
Nós,1,MISC
Meus,1,MISC
domingo de Ramos,1,MISC
Trindade e a Virgem Maria,1,MISC
Ó,1,MISC
XII,1,MISC
Deus de dentro,1,MISC
Verso 1,1,MISC
Capítulo,1,MISC
Segunda Carta,1,MISC
Meditação,1,MISC
New Genesis,1,MISC
WICA,1,MISC
Voices from the Pagan Seis Census,1,MISC
juventude ousadia,1,MISC
Racional,1,MISC
O Universo em Desencanto,1,MISC
New Age no Brasil,1,MISC
Woodstock,1,MISC
As Raízes Ocultas do Nazismo,1,MISC
Planet Parenthood Federation,1,MISC
A Origem do Homem e a Seleção Sexual,1,MISC
Opa,1,MISC
Deus falso,1,MISC
Senhor da Vixen,1,MISC
Inferno,1,MISC
Fátima?,1,MISC
Tiago,1,MISC
O Menino,1,MISC
Quer,1,MISC
Walker?,1,MISC
PDF,1,MISC
Guia Quaresmal Invencível,1,MISC
Milagres e Ressurreição,1,MISC
Pai da Fíz,1,MISC
O Espiritismo,1,MISC
Deus é o Universo Espírito,1,MISC
Umbanda sobre Jesus,1,MISC
Escritura,1,MISC
vou te,1,MISC
Brahman,1,MISC
Candomblé,1,MISC
prêmio da noite,1,MISC
Deus da história,1,MISC
Sindicato dos Trabalhadores Rurais da Jordânia,1,MISC
Deus e a Igreja Católica,1,MISC
Judaísmo,1,MISC
Candomblicismo,1,MISC
Umbandismo,1,MISC
Transparência,1,MISC
Doe,1,MISC
Solução,1,MISC
Suma Teológica,1,MISC
Mero,1,MISC
Deus Pai,1,MISC
O concílio vaticano,1,MISC
concílio Agora,1,MISC
VAR,1,MISC
Deus sabe,1,MISC
Gramatologia e Dialética do Discurso,1,MISC
Disto,1,MISC
Evangelho que nos une como família e resgata o sentido das relações humanas baseados,1,MISC
Fraternidade e Amizade Social,1,MISC
Zoroastrismo,1,MISC
Shintoísmo,1,MISC
CUT,1,MISC
O Senhor dos Anéis,1,MISC
Doutração do século XX?,1,MISC
Deus e Deus,1,MISC
Deus é má e,1,MISC
Resistência Nórdica,1,MISC
Imperium,1,MISC
nórdica,1,MISC
Voice of the Pagan Senses,1,MISC
Livro da Lei,1,MISC
Ponto 130G.,1,MISC
Golden Dawn,1,MISC
Harry Potter que eu vou,1,MISC
Agence France-Presse,1,MISC
Sua Paróquia,1,MISC
Como Salvar,1,MISC
Heresias da Teologia da Libertação,1,MISC
Pacto das Catacumbas,1,MISC
Maria dos Pardes,1,PER
Branco,1,PER
Luz de Luz,1,PER
distin,1,PER
Desculpe,1,PER
Fiquei,1,PER
Maria de Lourdes e Assis,1,PER
Terezinha Cunha,1,PER
Literaturici,1,PER
Sérgio,1,PER
Daniel Aragão,1,PER
Cristiano,1,PER
Coloque hashtag,1,PER
Bernardo Pequister,1,PER
Denise D. do Rio de Janeiro,1,PER
Rosa Xavier,1,PER
Ana Luisa,1,PER
Olá,1,PER
nossa,1,PER
Barca,1,PER
João calvino,1,PER
santo Agostinho,1,PER
Santo Irineu de Leão,1,PER
Enem,1,PER
Maior,1,PER
Patrícia Regina,1,PER
Senhor Jesus,1,PER
Davi,1,PER
Barth Ermann,1,PER
Gert Lüdermann,1,PER
Arne,1,PER
Surat,1,PER
Basear,1,PER
Marisa Soares,1,PER
Down,1,PER
Dário,1,PER
Pensa,1,PER
Afirmar,1,PER
apóstolo Pedro,1,PER
Quaresma e a Quaresma,1,MISC
Pai,1,PER
magistério vira anarquia,1,PER
expliquei judas,1,PER
São Marcos,1,PER
judas de apocalipse,1,PER
melanchton calvino,1,PER
o Cristo,1,PER
santo tomás,1,PER
santo agostinho,1,PER
Nicodemos,1,PER
Ué,1,PER
Augustus Nicodemos,1,PER
São João Paulo II,1,PER
Julio Cortés,1,PER
Victor Manuel,1,PER
cardeal Fernandes,1,PER
Jorge Osouros,1,PER
Papa Gregório XVI,1,PER
Papa Pio VIII,1,PER
Quarto,1,PER
Papa Pio VII,1,PER
Bento XIV,1,PER
Martin,1,PER
marciano capela,1,PER
capela julio solinos,1,PER
tiago sabe,1,PER
Wesley,1,PER
apóstolo paulo,1,PER
antioquia irineu de leão clemente alexandria,1,PER
São Basile,1,PER
Roger Sundin Sundin,1,PER
santo agostinho de santo,1,PER
James White,1,PER
são tiago,1,PER
caedmon,1,PER
sr. Nico,1,PER
senhor lutero,1,PER
são paulo,1,PER
moisés,1,PER
martinho lutero,1,PER
johannes guttenberg,1,PER
richard roler,1,PER
John Harry Numan,1,PER
São Lucas,1,PER
blá blá blá,1,PER
Thammy,1,PER
Vânia Rodrigues,1,PER
Victor,1,PER
Marque,1,PER
Val Palhares,1,PER
Margarida Gomes,1,PER
Dalva Silveira,1,PER
Wanderlei Orsato,1,PER
Inscrição,1,PER
Leia,1,PER
Amei,1,PER
Leonice Custódio,1,PER
Frederico,1,PER
Oloco Marapaz Frederico Zaninete,1,PER
Rodrigo Miranda,1,PER
Inês Mendis,1,PER
offline,1,PER
Marcia Meire,1,PER
Acabei,1,PER
Cláudio Souza,1,PER
Provável,1,PER
Fico,1,PER
Maria Esmeira,1,PER
José Carlos,1,PER
Isabel Schin,1,PER
Raimundo Vieira,1,PER
Aleluia,1,PER
Gustavo Almendra,1,PER
Comprar,1,PER
Gostei,1,PER
Margret Galley,1,PER
Zé Carlos,1,PER
Denilson Rufino,1,PER
Matheus,1,PER
Guilherme,1,PER
Edward Fraser,1,PER
Vou,1,PER
Federico Zaninetti,1,PER
GD Neuoff,1,PER
Thammy Pereira,1,PER
Cátia Santos,1,PER
Comprei,1,PER
Ângelo Francisco,1,PER
Algo,1,PER
Marina Fogaça,1,PER
Parabéns Liet,1,PER
Liet Freitas,1,PER
Crédito,1,PER
Daniela Andrade,1,PER
Teresa,1,PER
Ana Maria Xonroc,1,PER
Teresa Talha Pietra,1,PER
Tarcísio,1,PER
Lembrei,1,PER
Jaqueline Matos,1,PER
José Bernardo,1,PER
Sun Tzu,1,PER
Padre Paulo Ricardo Flores de Itaú,1,PER
Seu João,1,PER
Glauto Mariano,1,PER
Maria Diniz Arbol,1,PER
Maria Diniz,1,PER
Ias Lopes,1,PER
Selma Moraes,1,PER
Eliseu Gavansky,1,PER
Andrade Planejados,1,PER
Matheus Fontoura,1,PER
Zepi Rodrigues,1,PER
Nilton Mourão,1,PER
Marconi,1,PER
Marconi Filho,1,PER
Paizinha Moraes,1,PER
Rodrigues,1,PER
Edson,1,PER
Edson Alves Dias,1,PER
Maria de Nisarboa,1,PER
Maria Inês,1,PER
Maria Inês da Costa,1,PER
Obrigado Paizinha,1,PER
Vidal Maria Gonçalves de Oliveira,1,PER
Papa Pionono,1,PER
Joaquim Nabuco,1,PER
jet,1,PER
Francis Parke Jocke,1,PER
Matias Gardel,1,PER
Gerard Gardner,1,PER
Jussara Gabriel,1,PER
Rei das Bruxas,1,PER
Alex Sanders,1,PER
Tânia Gore,1,PER
Tolkien,1,PER
Gandalf,1,PER
mago Gandalf,1,PER
Gardner,1,PER
Liber,1,PER
Fases,1,PER
Ordem de Fênix,1,PER
Hugo Asma,1,PER
Gustavo Gutierrez,1,PER
Acúmulo de Forças,1,PER
Asatru,1,PER
Jocke,1,PER
Gardel,1,PER
gnosis,1,PER
Romano Virgilio,1,PER
Thule Gesellschaft,1,PER
Lumen Gentium,1,PER
Galton,1,PER
Francis Galton,1,PER
Charles Darwin,1,PER
Arero Novarum,1,PER
Denilson Vaz Assatru,1,PER
Oswald Spengler,1,PER
Odin,1,PER
Alexander Rudd Mills,1,PER
Denilson Vaz da,1,PER
GCM,1,PER
Mika Ranta,1,PER
Soldados de Odin,1,PER
Carl Jung,1,PER
Fidel Castro,1,PER
130C,1,PER
Saudânia Marinho,1,PER
129Y,1,PER
tu serás,1,PER
Oh,1,PER
Rei Davi,1,PER
Fechem,1,PER
Deixa-me,1,PER
Príncipe,1,PER
Eu,1,PER
Tu,1,PER
Sheol,1,PER
Pilatos,1,PER
certo rancor,1,PER
Platão,1,PER
Sócrates,1,PER
Leiam,1,PER
Alter Christus,1,PER
Papa São Sirício,1,PER
Papa santo,1,PER
és,1,PER
Sábado Santo,1,PER
Engels,1,PER
batisbal,1,PER
Mortaleus Anibus,1,PER
Espiritismo,1,PER
Budismo,1,PER
Hinduismo,1,PER
Toca de Assis,1,PER
Óbvio,1,PER
Ele,1,PER
Lavo de Carvalho,1,PER
Papa Piodoso,1,PER
Imagina,1,PER
Divinos,1,PER
Evangelhos,1,PER
Jacques Terrida,1,PER
Marshall McLuhan,1,PER
Júlio Lomba Erdi,1,PER
Sebastião Leme,1,PER
Thule,1,PER
Pachuchu,1,PER
Nicholas Goodrich Clark,1,PER
Paz,1,PER
Frey,1,PER
Lamonier,1,PER
São José,1,PER
Fátima,1,PER
Silvio Leime,1,PER
Alexandre Hartmann,1,PER
Aí Jesus,1,PER
Segatacha,1,PER
Encontrou Jesus,1,PER
Prazer,1,PER
Depende,1,PER
Arthur Paulo,1,PER
Walder,1,PER
Amanhã,1,PER
Cristiane Azevedo,1,PER
São Rosemaria Escrivá,1,PER
Santo,1,PER
Frey Bruno,1,PER
Papa Pio XII,1,PER
Pio X,1,PER
Visconde de Rio Branco,1,PER
Franklin Tavora,1,PER
Rui Barbosa,1,PER
Gregório XVI,1,PER
Pio VIII,1,PER
Leão XII,1,PER
Pio VII,1,PER
Clemente XII,1,PER
Padre Maçon,1,PER
Ben XVI,1,PER
São Padre Pio de Petretina,1,PER
Vital Maria Gonçalves de Oliveira,1,PER
Lau,1,PER
Verdade,1,PER
Alívio,1,PER
Braz,1,PER
Johann Sebastian Bach,1,PER
Reels,1,PER
Kleber,1,PER
Helena Duarte,1,PER
Metódio,1,PER
Relativize,1,PER
Lombardi,1,PER
Nossa Senhora Aparecida,1,PER
Don Black,1,PER
Lorenzo,1,PER
Canto Sacros,1,PER
Neusa de Souza,1,PER
Ortega,1,PER
padre Pedro,1,PER
Atimóteo,1,PER
Buffy,1,PER
Sabrina,1,PER
Robert Miller,1,PER
Manuel Jacinto Coelho,1,PER
Lester Colley,1,PER
Sociedade Alternativa do Raul Seixas,1,PER
Anglicano,1,PER
Transformaram Deus,1,PER
espinosa de galinheiro,1,PER
Seth Lewis,1,PER
Chamar Jesus,1,PER
Toméu,1,PER
Zaqueu,1,PER
Senão,1,PER
Dom Orlando,1,PER
Dom Orlando Brandes,1,PER
padre Pedro Paulo,1,PER
Viu Buda,1,PER
Heresias,1,PER
Pachamama,1,PER
Deus Sol,1,PER
Meu,1,PER
Alá,1,PER
Vishnu,1,PER
Brahman,1,PER
padre Heres,1,PER
Conselho de Iniciaia,1,ORG
